State,Agency Type,Agency Name,Population1,Total Offenses
DELAWARE,Cities,Delaware City,"1,835",155
DELAWARE,Cities,Delmar,"1,810",210
DELAWARE,Cities,Dewey Beach,388,185
DELAWARE,Cities,Dover,"37,778","4,906"
DELAWARE,Cities,Ellendale,439,35
DELAWARE,Cities,Elsmere,"6,033",339
DELAWARE,Cities,Felton,"1,414",103
DELAWARE,Cities,Georgetown,"7,419","1,056"
DELAWARE,Cities,Greenwood,"1,116",110
DELAWARE,Cities,Harrington,"3,659",562
DELAWARE,Cities,Laurel,"4,394",788
DELAWARE,Cities,Lewes,"3,134",269
DELAWARE,Cities,Middletown,"22,350","1,178"
DELAWARE,Cities,Milford,"11,301","1,883"
DELAWARE,Cities,Millsboro,"4,439",660
DELAWARE,Cities,Milton,"2,966",180
DELAWARE,Cities,New Castle,"5,351",589
DELAWARE,Cities,Newark,"34,207","2,005"
DELAWARE,Cities,Newport,"1,038",180
DELAWARE,Cities,Ocean View,"2,146",135
DELAWARE,Cities,Rehoboth Beach,"1,522",367
DELAWARE,Cities,Seaford,"7,876","1,458"
DELAWARE,Cities,Selbyville,"2,494",277
DELAWARE,Cities,Smyrna,"11,791","1,083"
DELAWARE,Cities,South Bethany,519,20
DELAWARE,Cities,Wilmington,"71,157","10,980"
DELAWARE,Cities,Wyoming,"1,531",78
DELAWARE,Universities and Colleges,Delaware State University,"5,162",277
DELAWARE,Universities and Colleges,University of Delaware,"24,855",499
DELAWARE,Metropolitan Counties,New Castle County Police Department,,"15,569"
DELAWARE,State Police,Delaware State Police,,69
DELAWARE,State Police,State Police: ,,
DELAWARE,State Police,Kent County,,"4,710"
DELAWARE,State Police,New Castle County,,"10,468"
DELAWARE,State Police,Sussex County,,"10,717"
DELAWARE,Other,Alcohol and Tobacco Enforcement,,25
DELAWARE,Other,Amtrak Police,,55
DELAWARE,Other,Animal Welfare: ,,
DELAWARE,Other,Kent County,,273
DELAWARE,Other,New Castle County,,496
DELAWARE,Other,Sussex County,,309
DELAWARE,Other,"Attorney General, New Castle County",,25
DELAWARE,Other,Environmental Control,,8
DELAWARE,Other,Fish and Wildlife,,100
DELAWARE,Other,Park Rangers,,371
DELAWARE,Other,River and Bay Authority,,266
DELAWARE,Other,State Capitol Police,,99
DELAWARE,Other,State Fire Marshal,,172
DISTRICT OF COLUMBIA,Other,Metro Transit Police,,"3,533"
HAWAII,Cities,Honolulu,"982,019","50,110"
IDAHO,Cities,Aberdeen,"1,943",72
IDAHO,Cities,Bellevue,"2,368",34
IDAHO,Cities,Blackfoot,"11,910",993
IDAHO,Cities,Boise,"229,265","13,347"
IDAHO,Cities,Bonners Ferry,"2,618",126
IDAHO,Cities,Buhl,"4,399",258
IDAHO,Cities,Caldwell,"55,936","4,086"
IDAHO,Cities,Chubbuck,"14,998","1,760"
IDAHO,Cities,Coeur d'Alene,"51,650","3,368"
IDAHO,Cities,Cottonwood,926,18
IDAHO,Cities,Emmett,"6,871",302
IDAHO,Cities,Filer,"2,813",60
IDAHO,Cities,Fruitland,"5,308",228
IDAHO,Cities,Garden City,"12,025","1,331"
IDAHO,Cities,Gooding,"3,433",142
IDAHO,Cities,Grangeville,"3,168",97
IDAHO,Cities,Hailey,"8,334",138
IDAHO,Cities,Heyburn,"3,364",83
IDAHO,Cities,Idaho Falls,"61,643","3,347"
IDAHO,Cities,Jerome,"11,738",603
IDAHO,Cities,Kellogg,"2,074",201
IDAHO,Cities,Ketchum,"2,771",72
IDAHO,Cities,Kimberly,"3,943",165
IDAHO,Cities,Lewiston,"32,949","2,228"
IDAHO,Cities,McCall,"3,413",278
IDAHO,Cities,Meridian,"103,774","4,517"
IDAHO,Cities,Middleton,"7,762",112
IDAHO,Cities,Montpelier,"2,517",152
IDAHO,Cities,Moscow,"25,339",851
IDAHO,Cities,Mountain Home,"14,220",989
IDAHO,Cities,Nampa,"95,386","6,544"
IDAHO,Cities,Parma,"2,123",131
IDAHO,Cities,Payette,"7,430",458
IDAHO,Cities,Pocatello,"55,317","4,505"
IDAHO,Cities,Post Falls,"34,144","1,819"
IDAHO,Cities,Preston,"5,411",89
IDAHO,Cities,Rathdrum,"8,508",273
IDAHO,Cities,Rexburg,"28,765",470
IDAHO,Cities,Rigby,"4,076",169
IDAHO,Cities,Rupert,"5,845",234
IDAHO,Cities,Salmon,"3,103",103
IDAHO,Cities,Shelley,"4,412",205
IDAHO,Cities,Soda Springs,"3,036",132
IDAHO,Cities,Spirit Lake,"2,378",115
IDAHO,Cities,Twin Falls,"49,908","3,746"
IDAHO,Cities,Wendell,"2,692",110
IDAHO,Cities,Wilder,"1,748",40
IDAHO,Metropolitan Counties,Ada,,"3,012"
IDAHO,Metropolitan Counties,Bannock,,173
IDAHO,Metropolitan Counties,Boise,,321
IDAHO,Metropolitan Counties,Bonneville,,"1,895"
IDAHO,Metropolitan Counties,Butte,,25
IDAHO,Metropolitan Counties,Canyon,,"1,629"
IDAHO,Metropolitan Counties,Franklin,,71
IDAHO,Metropolitan Counties,Gem,,195
IDAHO,Metropolitan Counties,Jefferson,,282
IDAHO,Metropolitan Counties,Jerome,,348
IDAHO,Metropolitan Counties,Kootenai,,"3,068"
IDAHO,Metropolitan Counties,Nez Perce,,413
IDAHO,Metropolitan Counties,Power,,89
IDAHO,Metropolitan Counties,Twin Falls,,774
IDAHO,Nonmetropolitan Counties,Bingham,,659
IDAHO,Nonmetropolitan Counties,Blaine,,165
IDAHO,Nonmetropolitan Counties,Camas,,17
IDAHO,Nonmetropolitan Counties,Caribou,,43
IDAHO,Nonmetropolitan Counties,Elmore,,257
IDAHO,Nonmetropolitan Counties,Gooding,,265
IDAHO,Nonmetropolitan Counties,Idaho,,392
IDAHO,Nonmetropolitan Counties,Latah,,488
IDAHO,Nonmetropolitan Counties,Madison,,233
IDAHO,Nonmetropolitan Counties,Minidoka,,386
IDAHO,Nonmetropolitan Counties,Oneida,,116
IDAHO,Nonmetropolitan Counties,Payette,,344
IDAHO,Nonmetropolitan Counties,Shoshone,,487
IDAHO,Nonmetropolitan Counties,Teton,,321
IDAHO,Nonmetropolitan Counties,Valley,,307
IDAHO,State Police,Idaho State Police,,"4,149"
ILLINOIS,Cities,Rockford,"146,198","17,484"
INDIANA,Cities,Cannelton,"1,496",22
INDIANA,Cities,La Porte,"21,630","1,616"
INDIANA,Cities,Lawrence,"49,093","2,692"
INDIANA,Cities,Michigan City,"30,999","3,008"
INDIANA,Cities,Westville,"5,664",62
INDIANA,Cities,Whitestown,"9,388",284
INDIANA,Cities,Zionsville,"27,185",145
INDIANA,Metropolitan Counties,Hancock,,693
INDIANA,Metropolitan Counties,La Porte,,"1,068"
INDIANA,Metropolitan Counties,Vigo,,"2,080"
INDIANA,State Police,Indiana State Police,,0
INDIANA,State Police,State Police:,,
INDIANA,State Police,Adams County,,32
INDIANA,State Police,Allen County,,265
INDIANA,State Police,Bartholomew County,,172
INDIANA,State Police,Benton County,,15
INDIANA,State Police,Blackford County,,3
INDIANA,State Police,Boone County,,22
INDIANA,State Police,Brown County,,46
INDIANA,State Police,Carroll County,,54
INDIANA,State Police,Cass County,,52
INDIANA,State Police,Clark County,,216
INDIANA,State Police,Clay County,,54
INDIANA,State Police,Clinton County,,34
INDIANA,State Police,Crawford County,,75
INDIANA,State Police,Daviess County,,94
INDIANA,State Police,Dearborn County,,150
INDIANA,State Police,Decatur County,,87
INDIANA,State Police,DeKalb County,,39
INDIANA,State Police,Delaware County,,79
INDIANA,State Police,Dubois County,,127
INDIANA,State Police,Elkhart County,,176
INDIANA,State Police,Fayette County,,24
INDIANA,State Police,Floyd County,,174
INDIANA,State Police,Fountain County,,27
INDIANA,State Police,Franklin County,,41
INDIANA,State Police,Fulton County,,102
INDIANA,State Police,Gibson County,,121
INDIANA,State Police,Grant County,,63
INDIANA,State Police,Greene County,,148
INDIANA,State Police,Hamilton County,,55
INDIANA,State Police,Hancock County,,47
INDIANA,State Police,Harrison County,,116
INDIANA,State Police,Hendricks County,,62
INDIANA,State Police,Henry County,,167
INDIANA,State Police,Howard County,,109
INDIANA,State Police,Huntington County,,44
INDIANA,State Police,Jackson County,,187
INDIANA,State Police,Jasper County,,51
INDIANA,State Police,Jay County,,8
INDIANA,State Police,Jefferson County,,90
INDIANA,State Police,Jennings County,,110
INDIANA,State Police,Johnson County,,45
INDIANA,State Police,Knox County,,124
INDIANA,State Police,Kosciusko County,,93
INDIANA,State Police,LaGrange County,,246
INDIANA,State Police,Lake County,,333
INDIANA,State Police,La Porte County,,118
INDIANA,State Police,Lawrence County,,89
INDIANA,State Police,Madison County,,127
INDIANA,State Police,Marion County,,"1,544"
INDIANA,State Police,Marshall County,,109
INDIANA,State Police,Martin County,,75
INDIANA,State Police,Miami County,,335
INDIANA,State Police,Monroe County,,490
INDIANA,State Police,Montgomery County,,116
INDIANA,State Police,Morgan County,,128
INDIANA,State Police,Newton County,,16
INDIANA,State Police,Noble County,,109
INDIANA,State Police,Ohio County,,3
INDIANA,State Police,Orange County,,77
INDIANA,State Police,Owen County,,81
INDIANA,State Police,Parke County,,23
INDIANA,State Police,Perry County,,57
INDIANA,State Police,Pike County,,154
INDIANA,State Police,Porter County,,90
INDIANA,State Police,Posey County,,64
INDIANA,State Police,Putnam County,,233
INDIANA,State Police,Randolph County,,7
INDIANA,State Police,Ripley County,,241
INDIANA,State Police,Rush County,,7
INDIANA,State Police,Scott County,,142
INDIANA,State Police,Shelby County,,35
INDIANA,State Police,Spencer County,,122
INDIANA,State Police,Starke County,,16
INDIANA,State Police,Steuben County,,65
INDIANA,State Police,St. Joseph County,,301
INDIANA,State Police,Switzerland County,,11
INDIANA,State Police,Sullivan County,,73
INDIANA,State Police,Tippecanoe County,,250
INDIANA,State Police,Tipton County,,10
INDIANA,State Police,Union County,,5
INDIANA,State Police,Vanderburgh County,,292
INDIANA,State Police,Vermillion County,,45
INDIANA,State Police,Vigo County,,301
INDIANA,State Police,Wabash County,,39
INDIANA,State Police,Warren County,,81
INDIANA,State Police,Warrick County,,46
INDIANA,State Police,Washington County,,129
INDIANA,State Police,Wayne County,,136
INDIANA,State Police,Wells County,,61
INDIANA,State Police,White County,,41
INDIANA,State Police,Whitley County,,206
KANSAS,Cities,Abilene,"6,315",469
KANSAS,Cities,Alta Vista,419,0
KANSAS,Cities,Anthony,"2,115",158
KANSAS,Cities,Argonia,479,3
KANSAS,Cities,Arkansas City,"11,791","1,396"
KANSAS,Cities,Atchison,"10,589",715
KANSAS,Cities,Atwood,"1,196",32
KANSAS,Cities,Auburn,"1,221",0
KANSAS,Cities,Augusta,"9,387",835
KANSAS,Cities,Basehor,"6,239",200
KANSAS,Cities,Baxter Springs,"3,919",254
KANSAS,Cities,Bel Aire,"8,092",302
KANSAS,Cities,Belle Plaine,"1,568",33
KANSAS,Cities,Belleville,"1,885",98
KANSAS,Cities,Beloit,"3,695",150
KANSAS,Cities,Benton,872,28
KANSAS,Cities,Bronson,310,0
KANSAS,Cities,Bucklin,792,1
KANSAS,Cities,Burlington2,"2,537",
KANSAS,Cities,Caney,"2,000",51
KANSAS,Cities,Carbondale,"1,357",66
KANSAS,Cities,Cheney,"2,180",94
KANSAS,Cities,Cherryvale,"2,154",145
KANSAS,Cities,Clay Center,"3,930",248
KANSAS,Cities,Clearwater,"2,529",117
KANSAS,Cities,Coffeyville,"9,375","1,269"
KANSAS,Cities,Colony,409,0
KANSAS,Cities,Columbus,"3,066",164
KANSAS,Cities,Concordia,"5,059",391
KANSAS,Cities,Council Grove,"2,030",68
KANSAS,Cities,Derby,"23,842","1,259"
KANSAS,Cities,Dodge City,"27,756","2,187"
KANSAS,Cities,Edwardsville,"4,505",582
KANSAS,Cities,El Dorado,"12,960",773
KANSAS,Cities,Elkhart,"1,825",64
KANSAS,Cities,Ellinwood,"1,992",93
KANSAS,Cities,Ellsworth,"3,044",105
KANSAS,Cities,Emporia,"24,698","1,108"
KANSAS,Cities,Fort Scott,"7,779",873
KANSAS,Cities,Frontenac,"3,409",110
KANSAS,Cities,Galena,"2,871",236
KANSAS,Cities,Garden City,"26,902","2,498"
KANSAS,Cities,Gardner,"21,945","1,238"
KANSAS,Cities,Garnett,"3,231",252
KANSAS,Cities,Grandview Plaza,"1,627",281
KANSAS,Cities,Great Bend,"15,251","1,902"
KANSAS,Cities,Havensville,155,0
KANSAS,Cities,Haysville,"11,343",890
KANSAS,Cities,Herington2,"2,305",
KANSAS,Cities,Hesston,"3,791",149
KANSAS,Cities,Hiawatha,"3,132",334
KANSAS,Cities,Hillsboro,"2,829",107
KANSAS,Cities,Hoisington,"2,539",132
KANSAS,Cities,Holton,"3,258",207
KANSAS,Cities,Horton,"1,687",85
KANSAS,Cities,Hoxie,"1,194",16
KANSAS,Cities,Hugoton,"3,816",47
KANSAS,Cities,Humboldt,"1,783",63
KANSAS,Cities,Hutchinson,"40,573","4,942"
KANSAS,Cities,Independence2,"8,629",
KANSAS,Cities,Iola,"5,306",637
KANSAS,Cities,Lake Quivira,939,11
KANSAS,Cities,Lansing,"12,043",493
KANSAS,Cities,Larned,"3,828",249
KANSAS,Cities,Leavenworth,"36,331","3,751"
KANSAS,Cities,Leawood,"35,070","1,233"
KANSAS,Cities,Lenexa,"54,349","2,731"
KANSAS,Cities,Lindsborg,"3,247",125
KANSAS,Cities,Little River,524,2
KANSAS,Cities,Lyons,"3,540",97
KANSAS,Cities,Maize,"4,735",418
KANSAS,Cities,Marysville,"3,268",160
KANSAS,Cities,McPherson2,"13,211",
KANSAS,Cities,Meade,"1,610",51
KANSAS,Cities,Minneapolis,"1,949",53
KANSAS,Cities,Montezuma,943,0
KANSAS,Cities,Moran,511,0
KANSAS,Cities,Mound City,680,0
KANSAS,Cities,Mount Hope,804,71
KANSAS,Cities,Mulvane,"6,391",383
KANSAS,Cities,Neodesha,"2,292",141
KANSAS,Cities,Newton,"18,830","2,388"
KANSAS,Cities,Norton,"2,760",123
KANSAS,Cities,Oberlin,"1,730",80
KANSAS,Cities,Osage City,"2,777",131
KANSAS,Cities,Osawatomie,"4,278",247
KANSAS,Cities,Oswego,"1,703",62
KANSAS,Cities,Ottawa,"12,300","1,106"
KANSAS,Cities,Paola,"5,574",396
KANSAS,Cities,Park City,"7,785",527
KANSAS,Cities,Parsons,"9,664","1,130"
KANSAS,Cities,Peabody,"1,111",81
KANSAS,Cities,Plainville,"1,832",20
KANSAS,Cities,Pratt,"6,737",439
KANSAS,Cities,Rose Hill,"3,986",152
KANSAS,Cities,Russell,"4,454",324
KANSAS,Cities,Sabetha,"2,569",76
KANSAS,Cities,Scott City,"3,854",146
KANSAS,Cities,Sedgwick,"1,661",72
KANSAS,Cities,Seneca,"2,044",98
KANSAS,Cities,Shawnee,"65,983","3,065"
KANSAS,Cities,Sterling,"2,214",70
KANSAS,Cities,St. Francis,"1,301",29
KANSAS,Cities,St. George,"1,028",21
KANSAS,Cities,Tonganoxie,"5,508",191
KANSAS,Cities,Ulysses,"5,878",179
KANSAS,Cities,Valley Center,"7,370",267
KANSAS,Cities,Walton,235,0
KANSAS,Cities,Wamego,"4,748",281
KANSAS,Cities,Wellsville,"1,803",61
KANSAS,Cities,Westwood,"2,276",130
KANSAS,Cities,Wichita,"391,726","58,505"
KANSAS,Cities,Winfield,"12,072","1,083"
KANSAS,Universities and Colleges,Kansas State University,"25,775",236
KANSAS,Universities and Colleges,Pittsburg State University,"8,480",70
KANSAS,Universities and Colleges,University of Kansas: ,,
KANSAS,Universities and Colleges,Main Campus,"31,201",412
KANSAS,Universities and Colleges,Medical Center3,,586
KANSAS,Universities and Colleges,Washburn University,"7,702",155
KANSAS,Metropolitan Counties,Butler,,"1,142"
KANSAS,Metropolitan Counties,Geary,,285
KANSAS,Metropolitan Counties,Harvey,,310
KANSAS,Metropolitan Counties,Jackson,,612
KANSAS,Metropolitan Counties,Jefferson,,527
KANSAS,Metropolitan Counties,Johnson,,"1,475"
KANSAS,Metropolitan Counties,Leavenworth,,734
KANSAS,Metropolitan Counties,Miami,,532
KANSAS,Metropolitan Counties,Osage,,169
KANSAS,Metropolitan Counties,Pottawatomie,,692
KANSAS,Metropolitan Counties,Riley County Police Department,,"4,399"
KANSAS,Metropolitan Counties,Sedgwick,,"3,472"
KANSAS,Metropolitan Counties,Shawnee,,"2,084"
KANSAS,Metropolitan Counties,Sumner,,530
KANSAS,Nonmetropolitan Counties,Allen,,324
KANSAS,Nonmetropolitan Counties,Anderson,,129
KANSAS,Nonmetropolitan Counties,Atchison,,91
KANSAS,Nonmetropolitan Counties,Bourbon,,342
KANSAS,Nonmetropolitan Counties,Brown,,85
KANSAS,Nonmetropolitan Counties,Cherokee,,481
KANSAS,Nonmetropolitan Counties,Cheyenne,,75
KANSAS,Nonmetropolitan Counties,Clark,,45
KANSAS,Nonmetropolitan Counties,Clay,,84
KANSAS,Nonmetropolitan Counties,Cloud,,171
KANSAS,Nonmetropolitan Counties,Comanche,,34
KANSAS,Nonmetropolitan Counties,Cowley,,420
KANSAS,Nonmetropolitan Counties,Dickinson,,472
KANSAS,Nonmetropolitan Counties,Edwards,,63
KANSAS,Nonmetropolitan Counties,Ellis,,239
KANSAS,Nonmetropolitan Counties,Ellsworth,,107
KANSAS,Nonmetropolitan Counties,Finney,,443
KANSAS,Nonmetropolitan Counties,Ford,,304
KANSAS,Nonmetropolitan Counties,Franklin,,591
KANSAS,Nonmetropolitan Counties,Grant,,69
KANSAS,Nonmetropolitan Counties,Gray,,238
KANSAS,Nonmetropolitan Counties,Greenwood,,401
KANSAS,Nonmetropolitan Counties,Hamilton,,167
KANSAS,Nonmetropolitan Counties,Haskell,,95
KANSAS,Nonmetropolitan Counties,Kearny2,,
KANSAS,Nonmetropolitan Counties,Kingman,,169
KANSAS,Nonmetropolitan Counties,Kiowa,,106
KANSAS,Nonmetropolitan Counties,Labette,,199
KANSAS,Nonmetropolitan Counties,Logan,,82
KANSAS,Nonmetropolitan Counties,Lyon,,302
KANSAS,Nonmetropolitan Counties,Marion,,284
KANSAS,Nonmetropolitan Counties,Marshall,,47
KANSAS,Nonmetropolitan Counties,Mitchell,,71
KANSAS,Nonmetropolitan Counties,Montgomery,,315
KANSAS,Nonmetropolitan Counties,Morton,,73
KANSAS,Nonmetropolitan Counties,Nemaha,,101
KANSAS,Nonmetropolitan Counties,Neosho,,253
KANSAS,Nonmetropolitan Counties,Ness,,106
KANSAS,Nonmetropolitan Counties,Norton,,52
KANSAS,Nonmetropolitan Counties,Ottawa,,118
KANSAS,Nonmetropolitan Counties,Pawnee,,89
KANSAS,Nonmetropolitan Counties,Phillips,,68
KANSAS,Nonmetropolitan Counties,Pratt,,69
KANSAS,Nonmetropolitan Counties,Reno,,686
KANSAS,Nonmetropolitan Counties,Republic,,90
KANSAS,Nonmetropolitan Counties,Rice,,118
KANSAS,Nonmetropolitan Counties,Rooks,,95
KANSAS,Nonmetropolitan Counties,Rush,,170
KANSAS,Nonmetropolitan Counties,Russell,,208
KANSAS,Nonmetropolitan Counties,Saline,,468
KANSAS,Nonmetropolitan Counties,Seward,,45
KANSAS,Nonmetropolitan Counties,Sherman,,21
KANSAS,Nonmetropolitan Counties,Smith,,37
KANSAS,Nonmetropolitan Counties,Stafford,,74
KANSAS,Nonmetropolitan Counties,Thomas,,170
KANSAS,Nonmetropolitan Counties,Trego,,81
KANSAS,Nonmetropolitan Counties,Washington,,40
KANSAS,Nonmetropolitan Counties,Wilson,,127
KANSAS,Nonmetropolitan Counties,Woodson,,108
KANSAS,State Police,Highway Patrol: ,,
KANSAS,State Police,Troop A,,121
KANSAS,State Police,Troop B,,265
KANSAS,State Police,Troop C,,163
KANSAS,State Police,Troop D,,145
KANSAS,State Police,Troop E,,140
KANSAS,State Police,Troop F,,163
KANSAS,State Police,Troop G,,241
KANSAS,State Police,Troop H,,85
KANSAS,Tribal,Potawatomi Tribal,,120
KANSAS,Other,El Dorado School District,,13
KANSAS,Other,Johnson County Park,,149
KANSAS,Other,Kansas Alcoholic Beverage Control,,19
KANSAS,Other,Kansas Bureau of Investigation,,118
KANSAS,Other,Kansas City Fire Department Fire Investigation Division,,48
KANSAS,Other,Kansas Department of Wildlife and Parks,,114
KANSAS,Other,Kansas Lottery Security Division,,0
KANSAS,Other,Metropolitan Topeka Airport Authority,,17
KANSAS,Other,Securities Office Investigation Section,,0
KANSAS,Other,Shawnee Mission Public Schools,,39
KANSAS,Other,Topeka Fire Department Arson Investigation,,60
KANSAS,Other,"Unified School District, Kansas City2",,
KENTUCKY,Cities,Adairville,878,1
KENTUCKY,Cities,Alexandria,"9,583",312
KENTUCKY,Cities,Anchorage,"2,448",22
KENTUCKY,Cities,Ashland,"20,525","1,869"
KENTUCKY,Cities,Auburn,"1,377",24
KENTUCKY,Cities,Audubon Park,"1,506",51
KENTUCKY,Cities,Augusta,"1,141",60
KENTUCKY,Cities,Barbourville,"3,094",473
KENTUCKY,Cities,Bardstown2,"13,244",
KENTUCKY,Cities,Beattyville,"1,192",51
KENTUCKY,Cities,Beaver Dam,"3,587",144
KENTUCKY,Cities,Bellefonte,836,12
KENTUCKY,Cities,Bellevue,"5,746",276
KENTUCKY,Cities,Benton,"4,495",273
KENTUCKY,Cities,Berea,"15,893",778
KENTUCKY,Cities,Bloomfield,"1,061",6
KENTUCKY,Cities,Bowling Green,"68,268","7,017"
KENTUCKY,Cities,Brandenburg,"2,852",105
KENTUCKY,Cities,Brodhead,"1,179",31
KENTUCKY,Cities,Brownsville,832,11
KENTUCKY,Cities,Burnside,905,138
KENTUCKY,Cities,Cadiz,"2,637",234
KENTUCKY,Cities,Calvert City,"2,513",178
KENTUCKY,Cities,Campbellsville,"11,503","1,122"
KENTUCKY,Cities,Carlisle,"1,957",61
KENTUCKY,Cities,Carrollton,"3,820",300
KENTUCKY,Cities,Catlettsburg,"1,766",137
KENTUCKY,Cities,Cave City,"2,425",161
KENTUCKY,Cities,Centertown,436,3
KENTUCKY,Cities,Central City,"5,746",232
KENTUCKY,Cities,Clay City,"1,098",7
KENTUCKY,Cities,Clinton,"1,277",44
KENTUCKY,Cities,Coal Run Village,"1,502",43
KENTUCKY,Cities,Cold Spring,"6,430",242
KENTUCKY,Cities,Columbia,"4,927",38
KENTUCKY,Cities,Corbin,"7,267",630
KENTUCKY,Cities,Covington,"40,448","4,404"
KENTUCKY,Cities,Cynthiana,"6,362",357
KENTUCKY,Cities,Danville,"16,801",969
KENTUCKY,Cities,Dawson Springs,"2,665",122
KENTUCKY,Cities,Dayton,"5,464",468
KENTUCKY,Cities,Dry Ridge,"2,220",88
KENTUCKY,Cities,Eddyville,"2,569",115
KENTUCKY,Cities,Edgewood,"8,736",232
KENTUCKY,Cities,Edmonton,"1,583",87
KENTUCKY,Cities,Elizabethtown,"30,180","1,329"
KENTUCKY,Cities,Elkton,"2,106",112
KENTUCKY,Cities,Elsmere,"8,680",335
KENTUCKY,Cities,Eminence,"2,581",6
KENTUCKY,Cities,Erlanger,"22,993",869
KENTUCKY,Cities,Evarts,816,23
KENTUCKY,Cities,Falmouth,"2,100",164
KENTUCKY,Cities,Flatwoods,"7,136",122
KENTUCKY,Cities,Flemingsburg,"2,822",171
KENTUCKY,Cities,Florence,"32,701","2,688"
KENTUCKY,Cities,Fort Mitchell,"8,260",173
KENTUCKY,Cities,Fort Thomas,"16,274",401
KENTUCKY,Cities,Fort Wright,"5,737",216
KENTUCKY,Cities,Frankfort,"27,664","2,783"
KENTUCKY,Cities,Franklin2,"8,829",
KENTUCKY,Cities,Fulton,"2,175",262
KENTUCKY,Cities,Georgetown,"34,351","2,504"
KENTUCKY,Cities,Glasgow,"14,411","1,593"
KENTUCKY,Cities,Graymoor-Devondale,"2,981",58
KENTUCKY,Cities,Grayson,"3,983",156
KENTUCKY,Cities,Greensburg,"2,101",161
KENTUCKY,Cities,Greenville,"4,239",111
KENTUCKY,Cities,Guthrie,"1,388",26
KENTUCKY,Cities,Harlan,"1,526",132
KENTUCKY,Cities,Harrodsburg,"8,399",450
KENTUCKY,Cities,Hazard,"5,035",331
KENTUCKY,Cities,Henderson2,"28,618",
KENTUCKY,Cities,Heritage Creek,"1,147",6
KENTUCKY,Cities,Highland Heights,"7,112",285
KENTUCKY,Cities,Hillview,"9,163",175
KENTUCKY,Cities,Hodgenville,"3,223",205
KENTUCKY,Cities,Hopkinsville,"30,606","2,742"
KENTUCKY,Cities,Horse Cave,"2,366",4
KENTUCKY,Cities,Hurstbourne Acres,"1,909",29
KENTUCKY,Cities,Independence,"28,052",656
KENTUCKY,Cities,Indian Hills,"3,002",35
KENTUCKY,Cities,Irvine,"2,330",121
KENTUCKY,Cities,Irvington,"1,173",64
KENTUCKY,Cities,Jackson,"2,029",139
KENTUCKY,Cities,Jamestown,"1,790",35
KENTUCKY,Cities,Jeffersontown2,"27,443",
KENTUCKY,Cities,Junction City,"2,300",16
KENTUCKY,Cities,La Grange,"8,995",389
KENTUCKY,Cities,Lakeside Park-Crestview Hills,"6,107",217
KENTUCKY,Cities,Lancaster,"3,866",273
KENTUCKY,Cities,Lawrenceburg,"11,378",427
KENTUCKY,Cities,Lebanon,"5,668",469
KENTUCKY,Cities,Lebanon Junction,"1,957",13
KENTUCKY,Cities,Leitchfield,"6,914",500
KENTUCKY,Cities,Lewisburg,804,4
KENTUCKY,Cities,Lewisport,"1,710",32
KENTUCKY,Cities,Lexington,"325,579","25,144"
KENTUCKY,Cities,Liberty,"2,105",42
KENTUCKY,Cities,Livingston,217,1
KENTUCKY,Cities,London,"8,008",691
KENTUCKY,Cities,Louisa,"2,405",118
KENTUCKY,Cities,Ludlow,"4,502",293
KENTUCKY,Cities,Madisonville2,"18,959",
KENTUCKY,Cities,Manchester,"1,343",108
KENTUCKY,Cities,Marion,"2,916",223
KENTUCKY,Cities,Martin,562,36
KENTUCKY,Cities,Mayfield,"9,819","1,159"
KENTUCKY,Cities,Maysville,"8,770",716
